# gitter v1.0.3 data file generated on Wed Feb 25 11:12:25 2015
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
1	1	1224	0.927	
1	2	1147	0.8963	
1	3	1083	0.8854	
1	4	998	0.901	
1	5	678	0.9507	
1	6	850	0.9388	
1	7	984	0.9364	
1	8	948	0.9583	
1	9	1035	0.9161	
1	10	1012	0.9493	
1	11	1114	0.8878	
1	12	970	0.9382	
1	13	1037	0.9269	
1	14	984	0.8709	
1	15	945	0.9275	
1	16	1039	0.8775	
1	17	1049	0.8657	
1	18	1019	0.841	
1	19	1170	0.9263	
1	20	1197	0.8328	
1	21	1055	0.9209	
1	22	1031	0.7563	
1	23	1041	0.7792	
1	24	1217	0.8904	
1	25	980	0.9063	
1	26	1135	0.9242	
1	27	1014	0.8938	
1	28	1191	0.9187	
1	29	188	0.9434	
1	30	15	0.2019	C
1	31	1250	0.8873	
1	32	1125	0.9373	
1	33	0	NA	
1	34	2	25.1327	
1	35	1149	0.9147	
1	36	1161	0.884	
1	37	1101	0.9298	
1	38	1192	0.9401	
1	39	1092	0.8858	
1	40	1006	0.9119	
1	41	1231	0.9323	
1	42	1209	0.8925	
1	43	1157	0.8183	
1	44	1082	0.9316	
1	45	0	NA	
1	46	0	NA	
1	47	1304	0.9223	
1	48	1435	0.9001	
2	1	1159	0.9057	
2	2	844	0.8902	
2	3	906	0.8586	
2	4	961	0.8977	
2	5	668	0.9366	
2	6	569	0.8744	
2	7	782	0.8789	
2	8	520	0.8798	
2	9	956	0.851	
2	10	1032	0.8716	
2	11	755	0.921	
2	12	1008	0.9456	
2	13	843	0.836	
2	14	745	0.8899	
2	15	929	0.7999	
2	16	877	0.9151	
2	17	754	0.8609	
2	18	978	0.9403	
2	19	894	0.8436	
2	20	709	0.9307	
2	21	876	0.9084	
2	22	871	0.8425	
2	23	872	0.8204	
2	24	1023	0.81	
2	25	861	0.922	
2	26	761	0.8786	
2	27	984	0.9154	
2	28	1012	0.9009	
2	29	149	0.8612	
2	30	260	1.0017	
2	31	1080	0.833	
2	32	1085	0.8919	
2	33	0	NA	
2	34	0	NA	
2	35	1277	0.8767	
2	36	974	0.9099	
2	37	895	0.8876	
2	38	942	0.8589	
2	39	843	0.8891	
2	40	841	0.8683	
2	41	1122	0.8654	
2	42	974	0.9325	
2	43	622	0.9267	
2	44	1074	0.8863	
2	45	0	NA	
2	46	0	NA	
2	47	912	0.9374	
2	48	1458	0.8966	
3	1	990	0.9156	
3	2	892	0.9308	
3	3	758	0.9669	
3	4	620	0.9356	
3	5	771	0.8943	
3	6	879	0.9254	
3	7	0	NA	
3	8	0	NA	
3	9	818	0.8666	
3	10	733	0.8599	
3	11	0	NA	
3	12	332	0.8948	
3	13	755	0.9001	
3	14	741	0.8693	
3	15	783	0.894	
3	16	598	0.919	
3	17	0	NA	
3	18	0	NA	
3	19	787	0.868	
3	20	791	0.7844	
3	21	650	0.8419	
3	22	347	0.829	
3	23	920	0.8808	
3	24	801	0.7669	
3	25	614	0.8257	
3	26	579	0.8397	
3	27	704	0.9196	
3	28	791	0.9236	
3	29	1047	0.9229	
3	30	964	0.8941	
3	31	892	0.8514	
3	32	981	0.9489	
3	33	392	0.9582	
3	34	324	0.9199	
3	35	466	0.8795	
3	36	540	0.9336	
3	37	427	0.9598	
3	38	560	0.9171	
3	39	707	0.8389	
3	40	656	0.8497	
3	41	133	0.9566	
3	42	701	0.9157	
3	43	614	0.9559	
3	44	697	0.906	
3	45	0	NA	
3	46	0	NA	
3	47	0	NA	
3	48	0	NA	
4	1	1121	0.876	
4	2	836	0.9091	
4	3	734	0.9146	
4	4	589	0.8936	
4	5	746	0.9516	
4	6	1001	0.8948	
4	7	0	NA	
4	8	70	1.1107	
4	9	763	0.8615	
4	10	750	0.8941	
4	11	129	0.787	
4	12	359	0.9607	
4	13	616	0.879	
4	14	689	0.9	
4	15	706	0.8754	
4	16	791	0.9236	
4	17	0	NA	
4	18	0	NA	
4	19	705	0.8473	
4	20	793	0.9096	
4	21	493	0.9119	
4	22	679	0.856	
4	23	782	0.9475	
4	24	798	0.8327	
4	25	588	0.876	
4	26	684	0.7372	
4	27	755	0.9426	
4	28	809	0.9341	
4	29	309	0.9091	
4	30	23	0.6727	
4	31	947	0.9199	
4	32	891	0.9199	
4	33	317	0.9567	
4	34	462	0.8975	
4	35	450	0.9251	
4	36	502	0.9612	
4	37	540	0.952	
4	38	418	0.9396	
4	39	620	0.8693	
4	40	674	0.9174	
4	41	557	0.9245	
4	42	66	1.0472	
4	43	1042	0.9096	
4	44	1284	0.8924	
4	45	0	NA	
4	46	0	NA	
4	47	0	NA	
4	48	0	NA	
5	1	1167	0.8759	
5	2	919	0.9347	
5	3	992	0.8219	
5	4	766	0.5801	C
5	5	0	NA	
5	6	687	0.8519	
5	7	733	0.8503	
5	8	713	0.9051	
5	9	614	0.8547	
5	10	737	0.8687	
5	11	673	0.8835	
5	12	676	0.8769	
5	13	737	0.8786	
5	14	782	0.943	
5	15	0	NA	
5	16	0	NA	
5	17	0	NA	
5	18	0	NA	
5	19	799	0.7549	
5	20	672	0.8038	
5	21	699	0.8873	
5	22	855	0.9156	
5	23	0	NA	
5	24	0	NA	
5	25	710	0.8562	
5	26	730	0.7783	
5	27	0	NA	
5	28	0	NA	
5	29	640	0.9535	
5	30	690	0.8656	
5	31	878	0.9402	
5	32	850	0.8683	
5	33	433	0.8463	
5	34	358	0.84	
5	35	0	NA	
5	36	1	Inf	
5	37	907	0.9225	
5	38	741	0.9565	
5	39	742	0.9051	
5	40	757	0.9342	
5	41	997	0.922	
5	42	590	0.9019	
5	43	166	0.9038	
5	44	15	0.5516	C
5	45	0	NA	
5	46	0	NA	
5	47	0	NA	
5	48	0	NA	
6	1	1120	0.8916	
6	2	1051	0.9265	
6	3	863	0.9385	
6	4	831	0.9136	
6	5	748	0.8977	
6	6	987	0.9037	
6	7	739	0.9058	
6	8	673	0.8897	
6	9	665	0.9098	
6	10	730	0.6947	
6	11	671	0.9457	
6	12	681	0.8585	
6	13	812	0.842	
6	14	799	0.865	
6	15	0	NA	
6	16	0	NA	
6	17	0	NA	
6	18	0	NA	
6	19	847	0.781	
6	20	673	0.8791	
6	21	797	0.8316	
6	22	861	0.9121	
6	23	0	NA	
6	24	0	NA	
6	25	716	0.9307	
6	26	686	0.9501	
6	27	0	NA	
6	28	36	0.9582	
6	29	504	0.9063	
6	30	621	0.8557	
6	31	766	0.9453	
6	32	837	0.8734	
6	33	292	0.9564	
6	34	268	0.9914	
6	35	11	1.1278	
6	36	196	0.8434	
6	37	761	0.8827	
6	38	793	0.9409	
6	39	737	0.9095	
6	40	730	0.9266	
6	41	784	0.9052	
6	42	648	0.9482	
6	43	240	1.0017	
6	44	0	NA	
6	45	467	0.8516	
6	46	778	0.9127	
6	47	1389	0.9292	
6	48	1121	0.868	
7	1	130	0.9094	
7	2	128	1.0591	
7	3	0	NA	
7	4	0	NA	
7	5	0	NA	
7	6	0	NA	
7	7	567	0.8876	
7	8	719	0.867	
7	9	693	0.884	
7	10	676	0.9058	
7	11	617	0.8805	
7	12	713	0.8598	
7	13	716	0.7897	
7	14	673	0.8585	
7	15	740	0.8751	
7	16	761	0.9594	
7	17	0	NA	
7	18	0	NA	
7	19	910	0.8332	
7	20	842	0.8537	
7	21	797	0.9457	
7	22	774	0.9184	
7	23	0	NA	
7	24	0	NA	
7	25	0	NA	
7	26	0	NA	
7	27	854	0.8686	
7	28	783	0.8438	
7	29	837	0.8398	
7	30	829	0.9015	
7	31	0	NA	
7	32	0	NA	
7	33	917	0.9327	
7	34	845	0.8659	
7	35	0	NA	
7	36	0	NA	
7	37	764	0.9428	
7	38	744	0.9076	
7	39	0	NA	
7	40	0	NA	
7	41	658	0.9679	
7	42	670	0.9681	
7	43	837	0.8963	
7	44	180	0.9566	
7	45	842	0.8438	
7	46	1191	0.9358	
7	47	0	NA	
7	48	0	NA	
8	1	16	0.6899	
8	2	9	0.4474	C
8	3	0	NA	
8	4	0	NA	
8	5	0	NA	
8	6	0	NA	
8	7	809	0.9237	
8	8	867	0.8951	
8	9	742	0.8846	
8	10	757	0.8881	
8	11	623	0.9164	
8	12	695	0.9123	
8	13	726	0.7956	
8	14	659	0.8608	
8	15	753	0.8905	
8	16	737	0.8321	
8	17	0	NA	
8	18	0	NA	
8	19	863	0.7981	
8	20	223	0.854	
8	21	819	0.9205	
8	22	848	0.8944	
8	23	0	NA	
8	24	0	NA	
8	25	0	NA	
8	26	0	NA	
8	27	836	0.8857	
8	28	663	0.951	
8	29	726	0.8355	
8	30	812	0.8927	
8	31	0	NA	
8	32	0	NA	
8	33	831	0.934	
8	34	814	0.8367	
8	35	0	NA	
8	36	0	NA	
8	37	749	0.8929	
8	38	706	0.8814	
8	39	0	NA	
8	40	2	25.1327	
8	41	668	0.8875	
8	42	609	0.9359	
8	43	841	0.9348	
8	44	413	0.9081	
8	45	1045	0.9122	
8	46	1146	0.8759	
8	47	0	NA	
8	48	0	NA	
9	1	817	0.9081	
9	2	768	0.8826	
9	3	1048	0.8936	
9	4	1034	0.8649	
9	5	9	0.7762	
9	6	12	0.2919	C
9	7	711	0.892	
9	8	498	0.9593	
9	9	314	0.7933	
9	10	234	0.8729	
9	11	479	0.8735	
9	12	519	0.8901	
9	13	445	0.9205	
9	14	479	0.8215	
9	15	620	0.8337	
9	16	515	0.8548	
9	17	0	NA	
9	18	0	NA	
9	19	868	0.8608	
