# gitter v1.0.3 data file generated on Wed Feb 25 11:16:28 2015
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
1	1	0	NA	
1	2	0	NA	
1	3	1317	0.9383	
1	4	1262	0.9351	
1	5	1118	0.8935	
1	6	1223	0.8948	
1	7	0	NA	
1	8	0	NA	
1	9	0	NA	
1	10	0	NA	
1	11	1347	0.8549	
1	12	1576	0.7734	
1	13	917	0.9189	
1	14	952	0.9169	
1	15	1115	0.9202	
1	16	1118	0.8284	
1	17	1109	0.7921	
1	18	1064	0.884	
1	19	969	0.8961	
1	20	1107	0.8618	
1	21	1208	0.8013	
1	22	797	0.8802	
1	23	1186	0.8788	
1	24	1191	0.8637	
1	25	998	0.9323	
1	26	1050	0.9256	
1	27	826	0.8712	
1	28	511	0.9264	
1	29	850	0.8645	
1	30	1347	0.8903	
1	31	1177	0.9283	
1	32	1178	0.8969	
1	33	561	0.9491	
1	34	781	0.9373	
1	35	1223	0.9145	
1	36	1150	0.9241	
1	37	600	0.9516	
1	38	177	0.9637	
1	39	1318	0.897	
1	40	1241	0.8855	
1	41	1140	0.8991	
1	42	1239	0.9348	
1	43	1200	0.878	
1	44	1378	0.9265	
1	45	0	NA	
1	46	0	NA	
1	47	1651	0.8211	
1	48	1771	0.8654	
2	1	0	NA	
2	2	0	NA	
2	3	1047	0.9139	
2	4	1128	0.8897	
2	5	875	0.9034	
2	6	1131	0.8757	
2	7	0	NA	
2	8	0	NA	
2	9	0	NA	
2	10	0	NA	
2	11	400	0.9194	
2	12	999	0.9371	
2	13	672	0.8489	
2	14	1026	0.9394	
2	15	848	0.9081	
2	16	1053	0.9015	
2	17	891	0.9199	
2	18	765	0.9332	
2	19	659	0.8862	
2	20	699	0.94	
2	21	430	0.8529	
2	22	1031	0.7147	
2	23	959	0.8959	
2	24	709	0.8956	
2	25	955	0.9198	
2	26	899	0.8695	
2	27	311	0.8182	
2	28	340	0.9256	
2	29	483	0.9248	
2	30	1222	0.8674	
2	31	1019	0.8983	
2	32	974	0.9061	
2	33	450	0.8323	
2	34	193	0.879	
2	35	725	0.9203	
2	36	719	0.8873	
2	37	16	0.8852	
2	38	19	0.8786	
2	39	1052	0.8716	
2	40	854	0.9389	
2	41	761	0.8928	
2	42	1089	0.8636	
2	43	1098	0.9062	
2	44	615	0.8731	
2	45	9	0.539	C
