# gitter v1.0.3 data file generated on Wed Feb 25 11:25:00 2015
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
1	1	142	0.8863	
1	2	144	0.8323	
1	3	1137	0.8565	
1	4	1128	0.8897	
1	5	1446	0.8879	
1	6	1086	0.8645	
1	7	552	0.8224	
1	8	862	0.9132	
1	9	1470	0.907	
1	10	1365	0.8946	
1	11	1660	0.7953	
1	12	1281	0.8467	
1	13	1304	0.9175	
1	14	1089	0.8987	
1	15	0	NA	
1	16	0	NA	
1	17	0	NA	
1	18	0	NA	
1	19	1849	0.895	
1	20	1433	0.8366	
1	21	1216	0.8046	
1	22	12	0.4222	C
1	23	0	NA	
1	24	0	NA	
1	25	392	0.9741	
1	26	49	0.7642	
1	27	1366	0.9217	
1	28	356	0.8994	
1	29	1141	0.8348	
1	30	1080	0.9121	
1	31	1618	0.829	
1	32	1610	0.9264	
1	33	1260	0.837	
1	34	1314	0.9246	
1	35	1485	0.81	
1	36	1566	0.8703	
1	37	1513	0.9079	
1	38	1426	0.8298	
1	39	1752	0.8687	
1	40	1731	0.906	
1	41	580	0.9199	
1	42	822	0.8979	
1	43	45	0.99	
1	44	1021	0.8755	
1	45	70	0.77	
1	46	224	0.8703	
1	47	122	0.7904	
1	48	1118	0.8591	
2	1	129	0.845	
2	2	70	0.6645	
2	3	1050	0.9077	
2	4	624	0.8015	
2	5	978	0.8865	
2	6	1007	0.8705	
2	7	487	0.8808	
2	8	396	0.8497	
2	9	1477	0.8742	
2	10	756	0.8729	
2	11	652	0.8559	S
2	12	921	0.8908	
2	13	1177	0.937	
2	14	893	0.8258	
2	15	0	NA	
2	16	0	NA	
2	17	0	NA	
2	18	0	NA	
2	19	1531	0.87	
2	20	923	0.8659	
2	21	326	0.7736	
2	22	470	0.8693	
2	23	0	NA	
2	24	0	NA	
2	25	25	0.2132	C
2	26	105	0.6159	
2	27	39	0.4922	C
2	28	792	0.9102	
2	29	1280	0.8389	
2	30	1035	0.8886	
2	31	1505	0.9135	
2	32	1343	0.8953	
2	33	1445	0.9095	
2	34	969	0.909	
2	35	1273	0.9083	
2	36	1197	0.8791	
2	37	1107	0.8765	
2	38	803	0.8693	
2	39	1433	0.877	
2	40	1247	0.9172	
2	41	706	0.8433	
2	42	1065	0.8959	
2	43	72	0.5884	C
2	44	8	1.7147	
2	45	279	0.8898	
2	46	26	0.6101	
2	47	1080	0.8407	
2	48	462	0.9163	
3	1	0	NA	
3	2	0	NA	
3	3	32	0.5629	C
3	4	196	0.8181	
3	5	1298	0.8866	
3	6	1374	0.8751	
3	7	90	0.7676	
3	8	843	0.9028	
3	9	1029	0.8982	
3	10	981	0.8683	
3	11	1	Inf	
3	12	0	NA	
3	13	132	0.5753	C
3	14	767	0.904	
3	15	32	0.5884	C
3	16	206	0.9347	
3	17	710	0.8464	
3	18	738	0.8465	
3	19	153	0.833	
3	20	321	0.7794	
3	21	998	0.8486	
3	22	1107	0.8674	
3	23	1194	0.7932	
3	24	1182	0.8287	
3	25	0	NA	
3	26	0	NA	
3	27	1034	0.8649	
3	28	339	0.7138	
3	29	40	0.7494	
3	30	1737	0.8677	
3	31	0	NA	
3	32	0	NA	
3	33	1333	0.8431	
3	34	926	0.8443	
3	35	0	NA	
3	36	2	25.1327	
3	37	613	0.8858	
3	38	365	0.9158	
3	39	60	0.5695	C
3	40	45	0.8061	
3	41	3	3.2341	
3	42	76	0.8916	
3	43	0	NA	
3	44	1276	0.9057	
3	45	14	0.7925	
3	46	363	0.9108	
3	47	0	NA	
3	48	121	0.8052	
4	1	0	NA	
4	2	0	NA	
4	3	1560	0.8564	
4	4	889	0.827	
4	5	862	0.8927	
4	6	1751	0.8619	
4	7	0	NA	
4	8	0	NA	
4	9	944	0.8582	
4	10	804	0.8649	
4	11	0	NA	
4	12	0	NA	
4	13	772	0.9354	
4	14	872	0.8723	
4	15	51	0.7135	
4	16	10	0.9248	
4	17	294	0.9524	
4	18	870	0.8756	
4	19	654	0.7913	
4	20	494	0.7332	
4	21	891	0.9062	
4	22	1355	0.863	
4	23	938	0.8649	
4	24	1118	0.8006	
4	25	0	NA	
4	26	0	NA	
4	27	1020	0.7737	
4	28	821	0.8082	
4	29	0	NA	
4	30	16	0.8385	
4	31	0	NA	
4	32	0	NA	
4	33	801	0.8806	
4	34	579	0.943	
4	35	0	NA	
4	36	0	NA	
4	37	1778	0.8909	
4	38	0	NA	
4	39	27	0.297	C
4	40	27	0.6814	
4	41	455	0.8764	
4	42	22	0.6329	
4	43	513	0.9044	
4	44	1105	0.8537	
4	45	647	0.8583	
4	46	2164	0.8787	
4	47	55	0.5652	C
4	48	68	0.7056	
5	1	1289	0.8645	
5	2	1152	0.8064	
5	3	620	0.9237	
5	4	1017	0.9444	
5	5	50	0.558	C
5	6	187	0.8596	
5	7	1196	0.8862	
5	8	1034	0.9026	
5	9	836	0.8414	
5	10	541	0.8742	
5	11	89	0.3975	C
5	12	857	0.8536	
5	13	668	0.7774	
5	14	759	0.9006	
5	15	48	0.9865	
5	16	50	1.156	
5	17	950	0.8786	
5	18	881	0.9234	
5	19	565	0.7951	
5	20	1205	0.9452	
5	21	0	NA	
5	22	0	NA	
5	23	789	0.9008	
5	24	511	0.7357	
5	25	1781	0.8312	
5	26	658	0.8804	
5	27	904	0.7792	
5	28	651	0.897	
5	29	308	0.7261	
5	30	450	0.8529	
5	31	422	0.8283	
5	32	185	0.6561	
5	33	1374	0.8245	
5	34	1187	0.6969	
5	35	28	0.6959	
5	36	93	0.8362	
5	37	1496	0.6883	
5	38	1286	0.8647	
5	39	741	0.8421	
5	40	964	0.9097	
5	41	0	NA	
5	42	25	0.4597	C
5	43	1101	0.8329	
5	44	1327	0.8753	
5	45	20	0.7355	
5	46	1202	0.8354	
5	47	0	NA	
5	48	70	0.8212	
6	1	1050	0.8424	
6	2	1365	0.8946	
6	3	1285	0.8853	
6	4	835	0.8255	
6	5	543	0.8775	
6	6	29	0.7055	
6	7	1100	0.8194	
6	8	1296	0.8961	
6	9	643	0.869	
6	10	33	0.6068	
6	11	109	0.8908	
6	12	1388	0.7415	
6	13	289	0.8676	
6	14	433	0.8641	
6	15	45	0.495	C
6	16	153	0.6942	
6	17	1061	0.8282	
6	18	1154	0.9222	
6	19	289	0.8883	
6	20	250	0.8645	
6	21	0	NA	
6	22	0	NA	
6	23	35	0.9906	
6	24	1	Inf	
6	25	174	0.8337	
6	26	376	0.8586	
6	27	850	0.8172	
6	28	638	0.8684	
6	29	1424	0.8353	
6	30	632	0.8862	
6	31	217	0.4741	C
6	32	124	0.5098	C
6	33	724	0.8137	
6	34	1003	0.7528	
6	35	0	NA	
6	36	6	0.4707	C
6	37	983	0.6731	
6	38	1143	0.577	C
6	39	1532	0.8441	
6	40	916	0.9084	
6	41	42	0.7868	
6	42	37	1.108	
6	43	1067	0.8723	
6	44	1618	0.873	
6	45	896	0.9153	
6	46	1264	0.883	
6	47	77	0.6162	
6	48	83	0.8948	
7	1	0	NA	
7	2	0	NA	
7	3	1421	0.9203	
7	4	775	0.8615	
7	5	572	0.6764	
7	6	33	0.726	
7	7	374	0.9142	
7	8	976	0.9026	
7	9	476	0.8324	
7	10	405	0.8559	
7	11	795	0.6014	
7	12	782	0.8597	
7	13	1054	0.8391	
7	14	1296	0.7859	
7	15	1011	0.8825	
7	16	894	0.7449	
7	17	823	0.9007	
7	18	1114	0.7648	
7	19	690	0.8556	
7	20	450	0.7232	
7	21	0	NA	
7	22	1	Inf	
7	23	1309	0.8622	
7	24	665	0.8584	
7	25	1270	0.8982	
7	26	915	0.9074	
7	27	76	0.5403	C
7	28	708	0.8294	
7	29	1008	0.8571	
7	30	1150	0.7875	
7	31	1218	0.7497	
7	32	0	NA	
7	33	943	0.7616	
7	34	524	0.5825	C
7	35	1535	0.6705	
7	36	661	0.5033	C
7	37	1017	0.5665	C
7	38	1351	0.674	
7	39	1297	0.8646	
7	40	1236	0.9077	
7	41	44	0.4416	C
7	42	118	0.6425	
7	43	30	0.8299	
7	44	39	0.561	C
7	45	424	0.8849	
7	46	964	0.8915	
7	47	0	NA	
7	48	38	0.6482	
8	1	0	NA	
8	2	23	0.6887	
8	3	1135	0.8708	
8	4	692	0.8976	
8	5	236	0.8557	
8	6	146	0.7575	
8	7	1069	0.8847	
8	8	188	0.7847	
8	9	183	0.9364	
8	10	532	0.7956	
8	11	238	0.9441	
8	12	478	0.9539	
8	13	1223	0.7948	
8	14	1336	0.7844	
8	15	720	0.9184	
8	16	213	0.8523	
8	17	154	0.8506	
8	18	364	0.7761	
8	19	823	0.9292	
8	20	979	0.7742	
8	21	0	NA	
8	22	0	NA	
8	23	812	0.8511	
8	24	833	0.86	
8	25	1316	0.8523	
8	26	1222	0.8751	
8	27	81	0.6094	
8	28	45	0.5989	C
8	29	1550	0.867	
8	30	1513	0.8179	
8	31	0	NA	
8	32	0	NA	
8	33	1058	0.7652	
8	34	1730	0.5712	C
8	35	1563	0.5966	C
8	36	833	0.5684	C
8	37	1048	0.5544	C
8	38	752	0.6107	
8	39	932	0.6674	
8	40	1024	0.8816	
8	41	219	0.9423	
8	42	48	0.7616	
8	43	51	0.3916	C
8	44	231	0.8545	
8	45	60	0.3688	C
8	46	965	0.8085	
8	47	0	NA	
8	48	9	0.6064	
9	1	771	0.9045	
9	2	811	0.8876	
9	3	0	NA	
9	4	0	NA	
9	5	863	0.891	
9	6	846	0.8734	
9	7	1197	0.5381	C
9	8	1170	0.6524	
9	9	46	0.6027	
9	10	856	0.835	
9	11	122	0.9133	
9	12	735	0.8863	
9	13	835	0.9282	
9	14	374	0.9081	
9	15	1123	0.8695	
9	16	1088	0.7655	
9	17	17	0.7861	
9	18	57	0.7586	
9	19	72	0.4162	C
9	20	42	0.4855	C
9	21	62	0.8575	
9	22	75	0.837	
9	23	1293	0.8589	
9	24	1093	0.9231	
9	25	173	0.6862	
9	26	82	0.4543	C
9	27	1205	0.9195	
9	28	1238	0.8931	
9	29	342	0.9152	
9	30	1150	0.6947	
9	31	163	0.8875	
9	32	112	0.5794	C
9	33	1324	0.6115	
9	34	771	0.6511	
9	35	1112	0.8804	
9	36	931	0.7371	
9	37	740	0.6708	
9	38	801	0.9044	
9	39	18	0.706	
9	40	12	0.5549	C
9	41	1168	0.86	
9	42	1289	0.726	
9	43	1251	0.8848	
9	44	103	0.5329	C
9	45	36	0.4845	C
9	46	67	0.1608	C
9	47	47	0.7778	
9	48	395	0.8422	
10	1	671	0.8459	
10	2	515	0.8955	
10	3	0	NA	
10	4	0	NA	
10	5	970	0.8352	
10	6	465	0.8099	S
10	7	1243	0.8855	
10	8	827	0.7726	
10	9	759	0.9412	
10	10	209	0.854	
10	11	653	0.7212	
10	12	284	0.92	
10	13	420	0.8955	
10	14	559	0.8481	
10	15	1117	0.7978	
10	16	1020	0.8023	
10	17	33	0.8028	
10	18	37	0.8554	
10	19	42	0.7723	
10	20	18	0.2774	C
10	21	110	0.552	C
10	22	115	0.8609	
10	23	984	0.3855	C
10	24	1484	0.9264	
10	25	82	0.9151	
10	26	75	0.7119	
10	27	1450	0.8802	
10	28	1049	0.7675	
10	29	1679	0.7443	
10	30	240	0.9807	
10	31	69	0.559	C
10	32	58	0.7055	
10	33	1740	0.7269	
10	34	1186	0.7465	
10	35	923	0.7417	
10	36	823	0.5636	C
10	37	1251	0.5349	C
10	38	0	NA	
10	39	0	NA	
10	40	4	1.078	
10	41	693	0.9433	
10	42	840	0.9337	
10	43	115	0.6111	
10	44	287	0.9225	
10	45	32	0.6899	
10	46	64	0.6641	
10	47	1216	0.8451	
10	48	2254	0.7268	
11	1	1519	0.87	
11	2	828	0.864	
11	3	311	0.7911	
11	4	273	0.9899	
11	5	1057	0.8607	
11	6	1253	0.8794	
11	7	328	0.8095	
11	8	53	0.7248	
11	9	1009	0.6247	
11	10	1406	0.7719	
11	11	1123	0.7457	
11	12	1061	0.6971	
11	13	1033	0.5472	C
11	14	1169	0.8083	
11	15	887	0.7023	
11	16	723	0.6592	
11	17	873	0.8695	
11	18	924	0.846	
11	19	1109	0.9276	
11	20	918	0.8395	
11	21	1342	0.9443	
11	22	1433	0.9171	
11	23	1752	0.7915	
11	24	3223	0.9027	
11	25	4	1.4797	
11	26	63	0.8385	
11	27	0	NA	
11	28	4	1.078	
11	29	1334	0.7438	
11	30	1449	0.6178	
11	31	914	0.5392	C
11	32	200	0.5853	C
11	33	8	0.539	C
11	34	0	NA	
11	35	1099	0.633	
11	36	828	0.4428	C
11	37	1018	0.5785	C
11	38	578	0.4943	C
11	39	491	0.9597	
11	40	274	0.8644	
11	41	568	0.8762	
11	42	96	0.5691	C
11	43	13	1.048	
11	44	1383	0.8957	
11	45	105	0.7066	
11	46	86	0.6438	
11	47	672	0.8293	
11	48	1777	0.6	C
12	1	846	0.8339	
12	2	1101	0.8966	
12	3	348	0.845	
12	4	56	0.6037	
12	5	745	0.9346	
12	6	194	0.7538	
