# gitter v1.0.3 data file generated on Wed Feb 25 11:19:55 2015
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
1	1	1310	0.9137	
1	2	1055	0.8625	
1	3	991	0.9073	
1	4	1031	0.9088	
1	5	1038	0.9278	
1	6	1150	0.9277	
1	7	31	0.9838	
1	8	36	0.9433	
1	9	1247	0.8517	
1	10	1271	0.8372	
1	11	973	0.882	
1	12	865	0.9222	
1	13	1030	0.8818	
1	14	1041	0.8454	
1	15	984	0.9286	
1	16	1026	0.9262	
1	17	921	0.8568	
1	18	1145	0.8409	
1	19	1128	0.9015	
1	20	1252	0.8777	
1	21	1088	0.8979	
1	22	783	0.904	
1	23	995	0.8518	
1	24	995	0.9295	
1	25	1293	0.9178	
1	26	1270	0.9128	
1	27	52	0.9147	
1	28	12	0.4707	C
1	29	41	0.9479	
1	30	60	1.0554	
1	31	1417	0.9333	
1	32	1146	0.9123	
1	33	409	0.9771	
1	34	358	0.8896	
1	35	38	1.1114	
1	36	23	0.8458	
1	37	1204	0.8922	
1	38	1208	0.8323	
1	39	1217	0.8747	
1	40	1050	0.8631	
1	41	704	0.8832	
1	42	890	0.8399	
1	43	1242	0.9054	
1	44	1431	0.9268	
1	45	12	0.8826	
1	46	605	0.9014	
1	47	40	0.88	
1	48	1414	0.8797	
2	1	954	0.9267	
2	2	1100	0.938	
2	3	843	0.9268	
2	4	966	0.9024	
2	5	883	0.9456	
2	6	780	0.956	
2	7	8	0.7398	
2	8	6	0.5549	C
2	9	778	0.8553	
2	10	931	0.861	
2	11	983	0.9315	
2	12	753	0.9558	
2	13	732	0.9402	
2	14	913	0.859	
2	15	803	0.9528	
2	16	1019	0.8983	
2	17	773	0.9429	
2	18	725	0.9203	
2	19	987	0.8999	
2	20	862	0.9332	
2	21	899	0.8861	
2	22	822	0.9239	
2	23	1031	0.8452	
2	24	982	0.8778	
2	25	947	0.8758	
2	26	996	0.8645	
2	27	7	0.9433	
2	28	31	0.9283	
2	29	44	0.8091	
2	30	58	0.8482	
2	31	1007	0.8611	
2	32	1192	0.8183	
2	33	222	0.9185	
2	34	124	0.8816	
2	35	0	NA	
2	36	12	0.5839	C
2	37	1005	0.9333	
2	38	1132	0.9132	
2	39	842	0.7979	
2	40	874	0.8282	
2	41	970	0.8304	
2	42	799	0.7627	
2	43	1112	0.8656	
2	44	1056	0.8519	
2	45	1129	0.9194	
2	46	1010	0.9028	
2	47	1291	0.8863	
2	48	338	0.9597	
3	1	1109	0.8932	
3	2	438	0.9483	
3	3	6	0.5549	C
3	4	8	0.6899	
3	5	10	0.6133	
3	6	10	0.9248	
3	7	786	0.9326	
3	8	904	0.9433	
3	9	715	0.9076	
3	10	863	0.9143	
3	11	2	25.1327	
3	12	5	0.7355	
3	13	6	0.7187	
3	14	3	6.4681	
3	15	773	0.8406	
3	16	801	0.9397	
3	17	3	3.2341	
3	18	11	1.1278	
3	19	20	0.8384	
3	20	20	0.9942	
3	21	16	0.9582	
3	22	27	0.6568	
3	23	737	0.8348	
3	24	906	0.6988	
3	25	875	0.913	
3	26	737	0.9033	
3	27	1033	0.8573	
3	28	977	0.8872	
3	29	961	0.9432	
3	30	1142	0.8584	
3	31	56	0.7537	
3	32	40	1.1065	
3	33	896	0.8136	
3	34	989	0.8198	
3	35	1011	0.7559	
3	36	711	0.8877	
3	37	943	0.7658	
3	38	797	0.6447	
3	39	613	0.9421	
3	40	686	0.8855	
3	41	590	0.8744	
3	42	730	0.8662	
3	43	0	NA	
3	44	651	0.8462	
3	45	395	0.9225	
3	46	965	0.8835	
3	47	804	0.888	
3	48	1148	0.8971	
4	1	1237	0.949	
4	2	973	0.8872	
4	3	8	0.6899	
4	4	4	1.4797	
4	5	5	0.7355	
4	6	2	12.5664	
4	7	1028	0.9412	
4	8	748	0.902	
4	9	741	0.9082	
4	10	816	0.8552	
4	11	9	0.5712	C
4	12	5	0.7355	
4	13	7	0.9433	
4	14	7	0.4443	C
4	15	887	0.8796	
4	16	885	0.8776	
4	17	8	0.2942	C
4	18	11	0.6981	
4	19	16	0.539	C
4	20	7	0.5491	C
4	21	21	0.7723	
4	22	20	0.262	C
4	23	868	0.7135	
4	24	340	0.7608	
4	25	723	0.7887	
4	26	1089	0.8858	
4	27	781	0.8681	
4	28	997	0.8875	
4	29	1004	0.9101	
4	30	1014	0.8766	
4	31	37	0.8258	
4	32	52	1.144	
4	33	215	0.8116	
4	34	807	0.6996	
4	35	756	0.6983	
4	36	317	0.9277	
4	37	727	0.83	
4	38	774	0.8796	
4	39	719	0.902	
4	40	541	0.86	
4	41	658	0.8452	
4	42	828	0.8396	
4	43	733	0.8697	
4	44	596	0.9159	
4	45	977	0.9298	
4	46	1094	0.8516	
4	47	921	0.9173	
4	48	793	0.8492	
5	1	9	0.539	C
5	2	13	0.346	C
5	3	1059	0.9373	
5	4	803	0.9528	
5	5	10	0.6504	
5	6	1	Inf	
5	7	154	0.9467	
5	8	373	0.9582	
5	9	577	0.8915	
5	10	732	0.9183	
5	11	481	0.9265	
5	12	434	0.9457	
5	13	663	0.896	
5	14	794	0.8729	
5	15	663	0.8289	
5	16	526	0.9927	
5	17	540	0.876	
5	18	815	0.9018	
5	19	883	0.7076	
5	20	695	0.9123	
5	21	7	0.8673	
5	22	10	0.3922	C
5	23	870	0.8756	
5	24	721	0.715	
5	25	885	0.798	
5	26	999	0.747	
5	27	14	0.6812	
5	28	21	0.6664	
5	29	18	0.662	
5	30	3	3.2341	
5	31	995	0.871	
5	32	752	0.8028	
5	33	866	0.759	
5	34	593	0.7784	
5	35	864	0.7044	
5	36	864	0.5649	C
5	37	8	0.6899	
5	38	5	0.7355	
5	39	665	0.873	
5	40	698	0.8417	
5	41	827	0.9193	
5	42	648	0.9247	
5	43	115	0.9516	
5	44	476	0.9169	
5	45	27	0.8568	
5	46	267	0.9414	
5	47	0	NA	
5	48	0	NA	
6	1	14	0.4443	C
6	2	13	1.048	
6	3	546	0.9364	
6	4	338	0.9045	
6	5	3	3.2341	
6	6	4	1.4797	
6	7	336	0.954	
6	8	196	0.9391	
6	9	744	0.9334	
6	10	784	0.9302	
6	11	364	0.9351	
6	12	480	0.9191	
6	13	734	0.9363	
6	14	570	0.8874	
6	15	560	0.9421	
6	16	671	0.9023	
6	17	621	0.9252	
6	18	734	0.9428	
6	19	771	0.7876	
6	20	1240	0.8992	
6	21	17	0.4136	C
6	22	0	NA	
6	23	833	0.8525	
6	24	611	0.8523	
6	25	603	0.8109	
6	26	675	0.8539	
6	27	20	0.585	C
6	28	0	NA	
6	29	23	0.5318	C
6	30	16	0.9582	
6	31	1111	0.8546	
6	32	971	0.8828	
6	33	688	0.7917	
6	34	977	0.8228	
6	35	904	0.7717	
6	36	780	0.7141	
6	37	11	0.6981	
6	38	8	0.6899	
6	39	858	0.8107	
6	40	706	0.9333	
6	41	785	0.9063	
6	42	822	0.8577	
6	43	505	0.8781	
6	44	552	0.8078	
6	45	29	0.977	
6	46	24	1.3278	
6	47	0	NA	
6	48	44	0.7192	
7	1	1260	0.9337	
7	2	1144	0.8664	
7	3	791	0.928	
7	4	558	0.957	
7	5	7	0.9433	
7	6	0	NA	
7	7	6	0.5549	C
7	8	7	0.3873	C
7	9	669	0.9042	
7	10	488	0.8899	
7	11	735	0.8863	
7	12	820	0.8377	
7	13	599	0.8296	
7	14	549	0.9469	
7	15	559	0.9457	
7	16	224	0.9349	
7	17	16	0.6275	
7	18	10	0.3922	C
7	19	689	0.8686	
7	20	765	0.9332	
7	21	15	0.4568	C
7	22	12	0.5839	C
7	23	899	0.8823	
7	24	665	0.8686	
7	25	914	0.9103	
7	26	974	0.9421	
7	27	18	0.5265	C
7	28	14	0.6812	
7	29	8	0.6899	
7	30	15	0.1965	C
7	31	14	0.3727	C
7	32	22	1.0173	
7	33	819	0.7794	
7	34	859	0.7345	
7	35	572	0.7893	
7	36	210	0.5592	C
7	37	18	0.9959	
7	38	10	0.9248	
7	39	799	0.8556	
7	40	914	0.7373	
7	41	0	NA	
7	42	11	0.4521	C
7	43	929	0.9024	
7	44	945	0.7896	
7	45	632	0.8313	
7	46	786	0.8202	
7	47	906	0.9118	
7	48	1061	0.9391	
8	1	1229	0.8866	
8	2	906	0.8499	
8	3	524	0.9111	
8	4	373	0.9813	
8	5	1	Inf	
8	6	7	0.8673	
8	7	8	0.3288	C
8	8	14	1.0297	
8	9	593	0.8569	
8	10	462	0.8474	
8	11	809	0.8363	
8	12	860	0.884	
8	13	523	0.9404	
8	14	567	0.9411	
8	15	13	0.6966	
8	16	11	0.335	C
8	17	14	0.8385	
8	18	12	0.6289	
8	19	1042	0.8716	
8	20	601	0.9532	
8	21	12	0.3029	C
8	22	23	0.4511	C
8	23	687	0.9082	
8	24	862	0.8767	
8	25	826	0.8751	
8	26	1165	0.8952	
8	27	23	1.1433	
8	28	14	0.9674	
8	29	18	0.3699	C
8	30	7	0.3873	C
8	31	11	0.3043	C
8	32	22	0.8868	
8	33	452	0.5933	C
8	34	916	0.9457	
8	35	772	0.6949	
8	36	735	0.6141	
8	37	19	0.7809	
8	38	10	0.4865	C
8	39	882	0.7478	
8	40	1013	0.6961	
8	41	23	0.9021	
8	42	13	0.8759	
8	43	862	0.9332	
8	44	1004	0.6816	
8	45	671	0.9023	
8	46	320	0.9836	
8	47	1042	0.8327	
8	48	936	0.9108	
9	1	48	0.6289	
9	2	10	0.9248	
9	3	6	0.5549	C
9	4	9	0.4716	C
9	5	899	0.8733	
9	6	803	0.9096	
9	7	973	0.9128	
9	8	795	0.8422	
9	9	788	0.8897	
9	10	752	0.8822	
9	11	717	0.9146	
9	12	693	0.9097	
9	13	45	0.843	
9	14	228	0.981	
9	15	869	0.8013	
9	16	895	0.7759	
9	17	656	0.766	
9	18	273	0.8032	
9	19	894	0.7078	
9	20	796	0.7436	
9	21	27	0.5706	C
9	22	1307	0.41	C
