# gitter v1.0.3 data file generated on Wed Feb 25 11:19:13 2015
# Warning possible misgridding: high count of small colony sizes
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
1	1	911	0.9073	
1	2	1037	0.9052	
1	3	1001	0.939	
1	4	968	0.8952	
1	5	897	0.9606	
1	6	909	0.9385	
1	7	983	0.9411	
1	8	1099	0.9371	
1	9	1060	0.9126	
1	10	1049	0.8542	
1	11	1089	0.9286	
1	12	1117	0.9307	
1	13	1051	0.9085	
1	14	1069	0.8822	
1	15	1108	0.932	
1	16	1071	0.8923	
1	17	914	0.809	
1	18	1036	0.8834	
1	19	1135	0.9036	
1	20	1078	0.941	
1	21	955	0.905	
1	22	961	0.8977	
1	23	1127	0.9127	
1	24	1080	0.9209	
1	25	689	0.9108	
1	26	789	0.9008	
1	27	1110	0.9125	
1	28	1121	0.9251	
1	29	1197	0.8758	
1	30	1123	0.8742	
1	31	16	0.7954	
1	32	24	0.7309	
1	33	1077	0.9401	
1	34	882	0.9548	
1	35	481	0.9024	
1	36	499	0.9753	
1	37	43	1.0461	
1	38	45	0.99	
1	39	1054	0.9163	
1	40	1116	0.9388	
1	41	575	0.9544	
1	42	32	0.9057	
1	43	1180	0.9102	
1	44	1113	0.9028	
1	45	1171	0.9165	
1	46	896	0.8794	
1	47	964	0.879	
1	48	380	0.739	S
2	1	937	0.879	
2	2	687	0.9515	
2	3	854	0.9493	
2	4	745	0.9457	
2	5	758	0.9509	
2	6	669	0.8996	
2	7	761	0.9283	
2	8	715	0.8722	
2	9	792	0.8481	
2	10	651	0.9016	
2	11	722	0.9058	
2	12	616	0.9296	
2	13	686	0.8855	
2	14	642	0.9277	
2	15	729	0.9146	
2	16	696	0.8984	
2	17	629	0.9492	
2	18	865	0.9364	
2	19	780	0.9361	
2	20	847	0.9169	
2	21	563	0.8881	
2	22	916	0.9457	
2	23	915	0.8942	
2	24	952	0.8931	
2	25	549	0.9416	
2	26	442	0.9143	
2	27	921	0.9229	
2	28	810	0.8505	
2	29	983	0.9091	
2	30	817	0.9433	
2	31	17	0.5395	C
2	32	22	0.5272	C
2	33	994	0.8476	
2	34	756	0.9484	
2	35	413	0.914	
2	36	270	0.9231	S
2	37	14	0.6812	
2	38	21	1.2577	
2	39	1050	0.9347	
2	40	677	0.9215	
2	41	80	0.9731	
2	42	3	3.2341	
2	43	446	0.951	
2	44	869	0.9264	
2	45	777	0.9176	
2	46	715	0.9452	
2	47	870	0.9078	
2	48	1049	0.874	
3	1	938	0.9582	
3	2	824	0.892	
3	3	549	0.9236	
3	4	534	0.8984	
3	5	732	0.8929	
3	6	559	0.9533	
3	7	465	0.9279	
3	8	372	0.8828	
3	9	511	0.9188	
3	10	509	0.9206	
3	11	403	0.9263	
3	12	473	0.9521	
3	13	429	0.9147	
3	14	577	0.8551	
3	15	555	0.9465	
3	16	617	0.9144	
3	17	678	0.8506	
3	18	672	0.853	
3	19	356	0.9692	
3	20	401	0.8874	
3	21	98	0.7775	
3	22	213	0.9576	
3	23	767	0.866	
3	24	781	0.9162	
3	25	807	0.9467	
3	26	828	0.8548	
3	27	696	0.9201	
3	28	781	0.9267	
3	29	397	0.8729	
3	30	469	0.944	
3	31	897	0.8465	
3	32	956	0.906	
3	33	9	0.6064	
3	34	5	0.7355	
3	35	957	0.9392	
3	36	952	0.8984	
3	37	1010	0.9118	
3	38	774	0.9245	
3	39	878	0.8837	
3	40	776	0.8722	
3	41	617	0.9261	
3	42	721	0.9531	
3	43	275	0.9049	S
3	44	219	0.8407	S
3	45	0	NA	
3	46	780	0.9515	
3	47	1071	0.8369	
3	48	1132	0.8731	
4	1	943	0.9352	
4	2	730	0.9203	
4	3	553	0.9616	
4	4	543	0.8727	
4	5	675	0.9235	
4	6	601	0.9532	
4	7	495	0.9027	
4	8	402	0.8442	
4	9	533	0.9584	
4	10	374	0.8462	
4	11	419	0.8346	
4	12	441	0.8709	
4	13	559	0.9278	
4	14	557	0.9685	
4	15	579	0.9305	
4	16	577	0.9707	
4	17	626	0.9046	
4	18	556	0.8852	
4	19	351	0.9234	
4	20	399	0.8379	
4	21	24	0.4932	C
4	22	67	0.8455	
4	23	871	0.8601	
4	24	571	0.9126	
4	25	661	0.9155	
4	26	641	0.9673	
4	27	750	0.9001	
4	28	646	0.9219	
4	29	316	0.9787	
4	30	321	0.9942	
4	31	904	0.9194	
4	32	827	0.8817	
4	33	8	0.8202	
4	34	10	0.9248	
4	35	705	0.8993	
4	36	757	0.9234	
4	37	576	0.9381	
4	38	593	0.9065	
4	39	464	0.9069	
4	40	631	0.8695	
4	41	769	0.878	
4	42	718	0.9268	
4	43	305	0.908	S
4	44	269	0.8851	S
4	45	732	0.8827	
4	46	701	0.9202	
4	47	745	0.9457	
4	48	1188	0.908	
5	1	9	0.5712	C
5	2	6	0.5549	C
5	3	833	0.9217	
5	4	761	0.9177	
5	5	362	0.9687	
5	6	117	0.8759	
5	7	0	NA	
5	8	1	Inf	
5	9	503	0.8382	
5	10	484	0.8703	
5	11	518	0.8764	
5	12	604	0.9404	
5	13	500	0.8866	
5	14	488	0.9265	
5	15	471	0.9166	
5	16	580	0.9079	
5	17	557	0.8786	
5	18	642	0.9395	
5	19	481	0.9078	
5	20	321	0.9114	
5	21	559	0.8866	
5	22	518	0.9502	
5	23	581	0.9515	
5	24	641	0.938	
5	25	524	0.9238	
5	26	550	0.9129	
5	27	506	0.8629	
5	28	455	0.9354	
5	29	766	0.9453	
5	30	753	0.8792	
5	31	734	0.9428	
5	32	735	0.8431	
5	33	543	0.9187	
5	34	491	0.9267	
5	35	594	0.8227	
5	36	591	0.7908	
5	37	635	0.9292	
5	38	125	1.0343	
5	39	797	0.9306	
5	40	653	0.853	
5	41	468	0.9147	
5	42	627	0.9548	
5	43	0	NA	
5	44	0	NA	
5	45	0	NA	
5	46	487	0.8955	
5	47	658	0.8848	
5	48	1130	0.9116	
6	1	12	0.8826	
6	2	4	1.4797	
6	3	783	0.9247	
6	4	653	0.9156	
6	5	130	0.8847	
6	6	97	0.9775	
6	7	3	3.2341	
6	8	2	25.1327	
6	9	477	0.8699	
6	10	535	0.888	
6	11	627	0.8869	
6	12	525	0.9181	
6	13	546	0.866	
6	14	593	0.8569	
6	15	611	0.9151	
6	16	570	0.9161	
6	17	657	0.8552	
6	18	539	0.8662	
6	19	351	0.9234	
6	20	358	0.9816	
6	21	495	0.9027	
6	22	481	0.8897	
6	23	527	0.8866	
6	24	626	0.8841	
6	25	603	0.9099	
6	26	665	0.9609	
6	27	399	0.9257	
6	28	364	0.9909	
6	29	758	0.9622	
6	30	733	0.8839	
6	31	691	0.9292	
6	32	711	0.8644	
6	33	424	0.9041	
6	34	579	0.943	
6	35	606	0.8757	
6	36	750	0.8799	
6	37	589	0.917	
6	38	83	0.8139	
6	39	724	0.919	
6	40	773	0.9068	
6	41	680	0.8795	
6	42	523	0.9094	
6	43	1	Inf	
6	44	0	NA	
6	45	735	0.8863	
6	46	676	0.8342	
6	47	735	0.8863	
6	48	1083	0.911	
7	1	1025	0.8861	
7	2	847	0.8838	
7	3	727	0.8868	
7	4	530	0.8967	
7	5	696	0.9474	
7	6	670	0.9279	
7	7	714	0.9216	
7	8	716	0.8734	
7	9	2	25.1327	
7	10	3	3.2341	
7	11	570	0.904	
7	12	507	0.8303	
7	13	648	0.891	
7	14	515	0.972	
7	15	4	1.078	
7	16	4	1.078	
7	17	708	0.9294	
7	18	689	0.9154	
7	19	696	0.8984	
7	20	710	0.9386	
7	21	726	0.8755	
7	22	729	0.872	
7	23	655	0.8916	
7	24	612	0.9405	
7	25	644	0.9258	
7	26	664	0.931	
7	27	378	0.8631	
7	28	293	0.8639	
7	29	580	0.9199	
7	30	454	0.7894	
7	31	670	0.9055	
7	32	636	0.8918	
7	33	612	0.8581	
7	34	701	0.8651	
7	35	759	0.9196	
7	36	785	0.9166	
7	37	507	0.899	
7	38	318	0.8872	
7	39	555	0.8164	
7	40	592	0.882	
7	41	651	0.9699	
7	42	748	0.9124	
7	43	249	0.875	S
7	44	392	0.9741	
7	45	737	0.8606	
7	46	648	0.9364	
7	47	772	0.9057	
7	48	1001	0.8261	
8	1	926	0.9088	
8	2	772	0.9309	
8	3	423	0.8963	
8	4	557	0.9499	
8	5	618	0.9497	
8	6	586	0.8046	
8	7	636	0.9475	
8	8	708	0.9139	
8	9	2	25.1327	
8	10	3	3.2341	
8	11	610	0.9324	
8	12	475	0.8307	
8	13	669	0.9265	
8	14	683	0.9074	
8	15	4	1.4797	
8	16	5	0.7355	
8	17	671	0.8459	
8	18	713	0.936	
8	19	615	0.7715	
8	20	727	0.9165	
8	21	652	0.9541	
8	22	700	0.8782	
8	23	683	0.8816	
8	24	657	0.9494	
8	25	610	0.9324	
8	26	625	0.9605	
8	27	247	0.878	
8	28	234	0.9562	
8	29	624	0.9179	
8	30	703	0.8286	
8	31	696	0.9522	
8	32	630	0.9267	
8	33	697	0.8309	
8	34	693	0.9052	
8	35	597	0.9175	
8	36	698	0.9054	
8	37	372	0.9787	
8	38	371	0.9531	
8	39	715	0.8823	
8	40	658	0.9508	
8	41	650	0.7712	
8	42	729	0.9364	
8	43	260	0.8789	S
8	44	327	0.9869	
8	45	714	0.8811	
8	46	724	0.8689	
8	47	1008	0.901	
8	48	1028	0.6525	
9	1	974	0.9099	
9	2	751	0.881	
9	3	730	0.9583	
9	4	707	0.9346	
9	5	610	0.9205	
9	6	700	0.9144	
9	7	464	0.8757	
9	8	508	0.8513	
9	9	706	0.8857	
9	10	659	0.8755	
9	11	593	0.9405	
9	12	604	0.9046	
